pid,epsilon,alpha,cr,cr_realized,file_bytes,r2_wheel,balanced_accuracy_choice,null_choice,balanced_accuracy_feedback,null_feedback
6638cfb3-3831-4fc2-9327-194b76cf22e1,250.0,55.0,228.7707015041754,132.8983853601692,12412985,0.0255112089149504,0.5653192086639186,0.4968372656441343,0.5047536847696189,0.4998545935228023
6638cfb3-3831-4fc2-9327-194b76cf22e1,250.0,75.0,246.8270017404792,140.46673733433593,11744173,0.0170668775726613,0.5686878536707889,0.4962091443459662,0.5,0.5
6638cfb3-3831-4fc2-9327-194b76cf22e1,250.0,96.0,255.73706333571857,144.84140374672657,11389462,0.0064105773988308,0.5998256578461356,0.4993783274248198,0.5117647058823529,0.4984534038334435
6638cfb3-3831-4fc2-9327-194b76cf22e1,300.0,14.0,120.9652817723874,81.00023372075987,20366184,0.0424811380628037,0.5935833222522642,0.5004094513327542,0.5212720754215907,0.4995529276572732
6638cfb3-3831-4fc2-9327-194b76cf22e1,300.0,40.0,232.9427690837683,128.20465174113886,12867440,0.0380835648477929,0.558116513747913,0.497736625286347,0.5095073695392378,0.5000167112299466
6638cfb3-3831-4fc2-9327-194b76cf22e1,300.0,55.0,267.8320887895724,144.5845667727811,11409694,0.0239783176864396,0.5636127240222804,0.4972915133670092,0.5047536847696189,0.4995042961004626
6638cfb3-3831-4fc2-9327-194b76cf22e1,300.0,75.0,292.8666311093381,153.55163033209058,10743394,0.0166159739092597,0.5686878536707889,0.5074303332466475,0.5,0.5
6638cfb3-3831-4fc2-9327-194b76cf22e1,300.0,96.0,305.4469271614832,158.79449435505924,10388683,0.0064105773988308,0.5998256578461356,0.4985360141782696,0.5117647058823529,0.5012557832121612
6638cfb3-3831-4fc2-9327-194b76cf22e1,350.0,14.0,129.9364319167222,85.0656640978505,19392850,0.0442670002348128,0.5908352171150806,0.5064381720066761,0.5153897224804143,0.501336898395722
6638cfb3-3831-4fc2-9327-194b76cf22e1,350.0,28.0,208.14916598520364,120.12911793230016,13732438,0.0417291919796127,0.5718939763308364,0.5027024677347588,0.5153897224804143,0.5010057531695006
6638cfb3-3831-4fc2-9327-194b76cf22e1,350.0,40.0,259.5184906767305,135.59765922514808,12165886,0.0373851804460844,0.5589069633438234,0.5004565441765234,0.5142610543088567,0.5030080213903744
6638cfb3-3831-4fc2-9327-194b76cf22e1,350.0,55.0,303.46542172604387,154.01608440522244,10710996,0.0246900083830962,0.5636127240222804,0.5009278267465618,0.5047536847696189,0.4988037012557831
6638cfb3-3831-4fc2-9327-194b76cf22e1,350.0,96.0,352.68143420774885,170.23315462108997,9690625,0.0064254486522702,0.5998256578461356,0.4952489712590512,0.5117647058823529,0.4988037012557831
6638cfb3-3831-4fc2-9327-194b76cf22e1,450.0,14.0,144.62061957939736,91.6955397920902,17990686,0.0409407886731998,0.584341710621574,0.4943197725875612,0.5153897224804143,0.4989358889623264
6638cfb3-3831-4fc2-9327-194b76cf22e1,450.0,40.0,300.24138304864454,146.09227694472068,11291943,0.0372982091409229,0.5798427965663461,0.497624026068466,0.5106360377107954,0.5011530748663102
6638cfb3-3831-4fc2-9327-194b76cf22e1,450.0,55.0,359.31659464698964,167.28230554028585,9861567,0.0251142087680616,0.5634871385724628,0.5007224935134308,0.5,0.5
