from,to,feature,n_trans,n_probes,cohens_d,pval,pval_bonf
HPF,TH,csd_pc1,51,51,0.4151,0.0013605403348937095,1.0
HY,MB,csd_pc1,250,224,0.4146,5.0253971697736375e-18,6.2314924905193104e-15
MB,HB,psd_pc0,45,43,0.4145,0.00012446299613049522,0.15433411520181406
HY,TH,peak_time_secs,757,756,0.4138,1.2129161944678975e-37,1.5040160811401929e-34
HB,CB,peak_time_secs,1623,1595,0.4135,0.0,0.0
CNU,OLF,repolarisation_slope,410,380,0.4129,3.63693003430863e-41,4.5097932425427015e-38
fiber tracts,root,depolarisation_slope,56,56,0.4127,0.00017480566748417914,0.21675902768038213
TH,CNU,aperiodic_exponent,65,65,0.4126,0.20948036015033722,1.0
TH,CNU,trough_time_secs,65,65,0.4107,0.12472595274448395,1.0
root,CNU,rms_ap,151,151,0.4093,0.0005586596671491861,0.6927379872649908
CNU,Isocortex,tip_time_secs,1615,1615,0.4075,0.0,0.0
TH,CNU,csd_pc1,65,65,0.407,0.22061620652640057,1.0
CNU,Isocortex,psd_pc1,1615,1615,0.4021,1.0548067909058878e-63,1.3079604207233008e-60
root,VS,psd_pc1,31,31,0.4011,0.07586832520941555,1.0
fiber tracts,root,repolarisation_slope,56,56,0.4008,0.00010563583782641217,0.1309884389047511
HY,MB,tip_val,250,224,0.4001,2.1241181289506855e-18,2.63390647989885e-15
MB,TH,trough_time_secs,234,227,0.3999,1.0451228435986006e-23,1.2959523260622648e-20
root,HPF,depolarisation_slope,32,32,0.3992,0.0011323268990963697,1.0
OLF,CNU,alpha_std,264,255,0.3984,0.0,0.0
MB,HY,recovery_slope,182,181,0.3976,1.182702310432727e-16,1.4665508649365814e-13
OLF,CNU,peak_time_secs,264,255,0.3966,1.8153403466110346e-21,2.251022029797683e-18
Isocortex,CNU,csd_pc1,79,79,0.3955,2.7788865803869394e-05,0.03445819359679805
HY,MB,peak_val,250,224,0.3955,1.512654068868289e-16,1.8756910453966784e-13
MB,HB,csd_pc1,45,43,0.3946,1.974199740646645e-05,0.0244800767840184
OLF,fiber tracts,rms_ap,111,111,0.3946,0.0008446515421383083,1.0
fiber tracts,OLF,peak_val,986,986,0.3942,0.0,0.0
HY,TH,recovery_slope,757,756,0.3937,2.802596928649634e-45,3.4752201915255463e-42
HB,CB,tip_val,1623,1595,0.3935,0.0,0.0
OLF,fiber tracts,aperiodic_offset,111,111,0.3909,0.17807134985923767,1.0
